user_id,status_id,created_at,text,source
60725351,1.25E+18,2020-04-22T10:48:16Z,@carfreecork @corkcitycouncil @MarinaParkCork @CorkCyclingCrew @IBIKECork @PedestrianCork @CorkHealthyCity @cyclistie @IrishCycle @IrishPedestrian @LkCycleDesign @dublincycling We know and appreciate the minority who see this for what it is.  The others who have the good of the city at heart need to be heard now.,Twitter Web App
60725351,1.25E+18,2020-04-20T09:53:43Z,@Cyclistie @BromptonBicycle @allpartycycling @Will_Brompton @chhcalling @CorkCyclingCrew @dublincycling @LimerickCycling @GalwayCycling @SligoCycling @IrishCycle @SafeCyclingEire @loureports @Nialltoner @deshocks The vestigial power of the motor lobby still felt even as the traffic melts from the streets.,Twitter Web App
117420847,1.25E+18,2020-04-19T13:18:58Z,@dublincycling Its a disgrace that a few wealthy fat cats can basically shag up the whole city for god knows how long,Twitter Web App
117420847,1.25E+18,2020-04-22T10:46:56Z,In can case you're buying into any of the bullshit about businesses not being behind this. https://t.co/YwwzNjyVwk,Twitter Web App
487928951,1.25E+18,2020-04-22T10:46:08Z,"@OrlaBurkeCork @carfreecork @corkcitycouncil @CorkCyclingCrew @IBIKECork @PedestrianCork @CorkHealthyCity @cyclistie @IrishCycle @IrishPedestrian @LkCycleDesign @dublincycling Exactly. Maybe residents of the city would like to use the City streets for their daily exercise. But city council never see it that way. 
Their absolute priority now should be getting people moving safely about the City on foot and bike for either shopping, recreation or biz.",Twitter for iPhone
1193911388,1.25E+18,2020-04-22T08:58:04Z,Shame they didn't attach architectural ability to it also. Looks like a multistorey carpark. Few balconies or greenery about it either. https://t.co/P7Vp7DgR2f,Twitter for Android
1193911388,1.25E+18,2020-04-22T10:37:47Z,@carfreecork @NoonanJoe @corkcitycouncil @MarinaParkCork @CorkCyclingCrew @IBIKECork @PedestrianCork @CorkHealthyCity @cyclistie @IrishCycle @IrishPedestrian @LkCycleDesign @dublincycling The management in Dublin just ignores the Councillors and it appears that their interactions is a source of irritation to the senior management as they have their own developer lead agenda to execute.,Twitter for Android
1193911388,1.25E+18,2020-04-19T13:38:02Z,"@IBIKEDublin @swamptin @hazechu @businessposthq @dublincycling Ah they always trot out threats of legal action. It's the goto defense for not doing it as the lobbier wants. I think the Paris climate agreement trumps that threat.

https://t.co/N3CIjwiwNm",Twitter for Android
1193911388,1.25E+18,2020-04-22T10:32:39Z,@carfreecork @NoonanJoe @corkcitycouncil @MarinaParkCork @CorkCyclingCrew @IBIKECork @PedestrianCork @CorkHealthyCity @cyclistie @IrishCycle @IrishPedestrian @LkCycleDesign @dublincycling They didn't say a councillor lead decision but instead the senior council management. They must have the same copy of how to makes things worse manual for dummies that Dublin city council management has.,Twitter for Android
25672372,1.25E+18,2020-04-21T14:09:30Z,@cianginty @DublinPedaller @davidmcw @dublincycling @greenparty_ie In theory it is but the NTA have control over the funds so the councils have to beg for funding aiui... 🙄,Twitter for Android
25672372,1.25E+18,2020-04-22T10:27:43Z,"@sendboyle @vflorish @carfreecork @corkcitycouncil @MarinaParkCork @CorkCyclingCrew @IBIKECork @PedestrianCork @CorkHealthyCity @cyclistie @IrishCycle @IrishPedestrian @LkCycleDesign @dublincycling Cork residents deserve to know the rationale used for this decision. Hiding behind a anonymous curtain with ""someone senior said to do it"" is disgraceful (but not unexpected of @corkcitycouncil given previous behaviour). 😬",Twitter for Android
743235356,1.25E+18,2020-04-22T09:58:26Z,@carfreecork @corkcitycouncil @MarinaParkCork @CorkCyclingCrew @IBIKECork @PedestrianCork @CorkHealthyCity @cyclistie @IrishCycle @IrishPedestrian @LkCycleDesign @dublincycling Yet @sendboyle they can’t open a gate to tramore park. Looks like they don’t want pedestrians or cyclists in the city or in their parks. The only LA bucking the worldwide change.,Twitter for iPhone
743235356,1.25E+18,2020-04-22T10:12:42Z,@sendboyle @carfreecork @corkcitycouncil @MarinaParkCork @CorkCyclingCrew @IBIKECork @PedestrianCork @CorkHealthyCity @cyclistie @IrishCycle @IrishPedestrian @LkCycleDesign @dublincycling I’ve been shopping in @EnglishMarket once a week to support local SMEs &amp; producers. The paths connecting South Mall to Oliver Plunkett are less than 1m wide yet we are to social distance. I will walk on the road &amp; the car behind me can whistle.,Twitter for iPhone
21480666,1.25E+18,2020-04-22T10:07:36Z,@vflorish @carfreecork @corkcitycouncil @MarinaParkCork @CorkCyclingCrew @IBIKECork @PedestrianCork @CorkHealthyCity @cyclistie @IrishCycle @IrishPedestrian @LkCycleDesign @dublincycling I agree. I'm still waiting for an answer of why these streets were reopened at a time of low vehicle traffic. I'm presuming someone in the traffic department is being counter intuitive by thinking there is less pedestrian traffic as well!,Twitter Web App
272132589,1.25E+18,2020-04-22T09:52:56Z,@dublincycling Well done. Great work.,Twitter for Android
400234197,1.25E+18,2020-04-22T09:00:30Z,@rtenews @dublincycling Warned? I’d prefer the term ‘promised.’,Twitter for iPhone
400234197,1.25E+18,2020-04-21T20:47:00Z,@dublincycling Well done.,Twitter for iPhone
400234197,1.25E+18,2020-04-20T10:56:15Z,@Cyclistie @Fergal_D5 @dublincycling @IBIKEDublin And for biggies.,Twitter for iPhone
9.19E+17,1.25E+18,2020-04-22T08:59:44Z,@__kbaker__ @dublincycling @BusConnects Excellent submissions. Well done. Great to see Haverty Road included in your Clongriffin one. We have sent in submissions supporting plan for the road.,Twitter for iPhone
223311996,1.25E+18,2020-04-22T08:50:05Z,@orelko @shanercpower @dublincycling @DublinCity @IrishTimes Would the M50 not be an option to get from Celbridge to Ringsend by car? Or is the Maynooth train not an option? Just out of curiosity would you rather work in Celbridge or live in Ringsend or perhaps maintain your current situation?,Twitter for iPhone
153074611,1.25E+18,2020-04-22T08:03:20Z,"Tremendous to see this - the system works, and the priorities are evolving. Well done @dublincycling https://t.co/FkjoeaMLdu https://t.co/wOzn2HQB8T",Twitter for Android
153074611,1.25E+18,2020-04-18T19:41:56Z,Won't someone think of the car park owners?! https://t.co/W1lMk72J1D,Twitter for Android
184742158,1.25E+18,2020-04-22T07:52:48Z,"@rtenews @dublincycling Has warned makes it ominous and negative.  Has promised would be preferable. This is good news, a reallocation of space that is long overdue",Twitter for iPhone
353195320,1.25E+18,2020-04-22T07:51:50Z,@rtenews @dublincycling Warned?,Twitter for Android
210491462,1.25E+18,2020-04-22T07:34:51Z,@dublincycling Brilliant! Well done!,Twitter for Android
178659102,1.25E+18,2020-04-22T07:18:05Z,"More housing in north Dublin AND more cycle paths. This is exactly the kind of forward-looking work our public authorities should be doing. Thanks to @dublincycling and An Bord Pleanála for this much-needed good news (and to @ColetteFinnCork, who tweeted this). https://t.co/wYw6jy7VP0",Twitter Web App
22666780,1.25E+18,2020-04-22T06:35:55Z,@CSMurnane @DubCityCouncil @corkcitycouncil @dublincycling @DublinCommuters @CorkCyclingCrew We are done away Chris no vision for Cork at all beyond more cars,Twitter for Android
989116027,1.25E+18,2020-04-22T06:30:58Z,Great news. Hopefully now future developments will have to take account of the active transport needs of residents. @CorkGreens @dublincycling @corkcitycouncil https://t.co/8oczHnJ8JS,Twitter for iPhone
131939701,1.25E+18,2020-04-22T06:06:50Z,"How're we holding up here @dublincycling ? If ever there was a time to transform our roads, it's now. @IBIKEDublin @DubCityCouncil https://t.co/ceSL8Rk6dk",Twitter Web Client
1.09E+18,1.25E+18,2020-04-22T04:42:16Z,@dublincycling Fantastic - you’re doing the work which should be done by the councils . Great result,Twitter for iPhone
1684531831,1.25E+18,2020-04-21T22:34:57Z,We need to be ambitious like this in Ireland  #PostCovid19 @dublincycling @CiaranCuffe @MaryLouMcDonald @LeoVaradkar @MichealMartinTD https://t.co/1IT4QPs0Xz,Twitter for Android
1391536356,1.25E+18,2020-04-21T21:47:30Z,Cycling and walking back in fashion in Milan! @corkcitycouncil @IBIKECork @IBIKEDublin @CorkCyclingCrew @Tommyhen78 @SafeCyclingEire @dublincycling https://t.co/xTEuv0poes,Twitter for Android
1.09E+18,1.25E+18,2020-04-20T18:41:42Z,@dublincycling Is that a list of all members or are there more?,Twitter for iPhone
1.09E+18,1.25E+18,2020-04-21T20:49:17Z,@dublincycling That’s great. Well done.,Twitter for iPhone
1391676852,1.25E+18,2020-04-21T10:42:37Z,@mapalljohn @IBIKEDublin @dublincycling Bring it on. Great to see so many families out on their bikes around Rathfarnham lately.,Twitter Web App
1391676852,1.25E+18,2020-04-21T19:16:08Z,"@__kbaker__ @dublincycling @BusConnects This is impressive work for a volunteer organisation, well done",Twitter for Android
2884808507,1.25E+18,2020-04-21T18:54:23Z,"Now THAT’s a plan! Great thinking, #Milan naming #streets for #cycling and #walking! @CiaranCuffe @dublincycling @LorraineFitzsim @SafeCyclingEire @streetsare4ppl https://t.co/hCKK4wFxAk",Twitter for iPhone
2884808507,1.25E+18,2020-04-19T21:52:08Z,Please let us cycle safely in Dublin! https://t.co/n5c21wPZbb,Twitter for iPhone
14324971,1.25E+18,2020-04-21T18:08:25Z,@IrishCycle @dublincycling @electionlit I'd assume the council will row in with the consensus now - look at Milan - we need more space on our streets for people to move about safely which will have to come at the expense of cars,Twitter Web App
14324971,1.25E+18,2020-04-20T13:17:16Z,"@IrishCycle @dublincycling @electionlit There were voices questioning the wisdom of some of those car parks I recall. Either way, the state needs to buy them",Twitter Web App
14324971,1.25E+18,2020-04-20T16:10:04Z,@IrishCycle @dublincycling @electionlit I think there’s far more likelihood of them doing that as opposed to private landlords,Twitter Web App
14324971,1.25E+18,2020-04-20T13:55:16Z,@IrishCycle @dublincycling @electionlit That’s a good thing,Twitter Web App
14324971,1.25E+18,2020-04-20T11:17:33Z,@dublincycling @electionlit Planning permission should never have been given to these car parks - the government will end up having to buy them out to silence them,Twitter Web App
14324971,1.25E+18,2020-04-21T10:06:43Z,@IrishCycle @dublincycling @electionlit All of the needed hotels must be built by now - I’d say the rooms will be tough to fill in 2021 and beyond at €200 per night,Twitter Web App
68973250,1.25E+18,2020-04-21T17:04:26Z,@dublincycling @galwaytourism @GalwayCycling @GalwayCityCo @DublinCommuters @galwaybaycc @HealthyIreland Great opportunities to reinvent and reshape cities for the future https://t.co/X90cQAh5Zg,Twitter for iPhone
207696567,1.25E+18,2020-04-21T16:51:25Z,"Opportunism to be embraced in the face of adversity. Crucial to spread positive ideas, expedite them. Reimagine cities. Permanent changes, not cones in coach lay-bys. Pressure must be applied. Take note DCC/Keegan @DubCityCouncil ⁦@dublincycling https://t.co/KvZPEbWymO",Twitter for iPhone
22155578,1.25E+18,2020-04-21T16:44:12Z,Are you watching @DubCityCouncil ? @dublincycling  https://t.co/6TWNOwaqlE,Twitter for Android
64530324,1.25E+18,2020-04-21T16:13:41Z,@shanercpower @dublincycling @DublinCity @IrishTimes Absolutely. But taking out the cars from the city centre without improving the rest of the transport infrastructure will just condense the cars in the next available area 🤷🏻‍♂️. Unless there is. proper tram system or underground people will keep driving 🤷🏻‍♂️🤷🏻‍♂️,Twitter for iPhone
64530324,1.25E+18,2020-04-21T15:40:26Z,"@dublincycling @shanercpower @DublinCity @IrishTimes No you should not, but the lack of proper public transport adding 2 hours each way in your daily commute it’s a no brainer really. Add kids to the mixture needing childcare/school drops and you really are out of option. Do not compare well infra-structured cities to Dublin.",Twitter for iPhone
64530324,1.25E+18,2020-04-21T14:45:55Z,"@shanercpower @DublinCity @dublincycling @IrishTimes Milan has underground, bus and tram. It’s incomparable.",Twitter for iPhone
64530324,1.25E+18,2020-04-21T15:19:10Z,@dublincycling @shanercpower @DublinCity @IrishTimes Exactly. Since you don’t have options for public transport to your workplace and you can’t afford to live in certain areas then good fucking luck cycling from Celbridge to Ringsend while dropping your kids to childcare in the bike trailer while it’s pissing rain 👍🏼,Twitter for iPhone
227893078,1.25E+18,2020-04-21T16:08:42Z,"@CallumSally @niallsmith91 @heavydawson @davidmcw take 2 -- BusConnect: 200km of segregated cycle lanes
https://t.co/ij9w4Xw4hj",Twitter Web App
411781640,1.25E+18,2020-04-21T14:36:48Z,Dublin can learn from Milan. We could reimagine how we move across the city in a matter of weeks improving the health of our citizens and environment @DublinCity @dublincycling @IrishTimes https://t.co/IkHqKroRAJ,Twitter for Android
411781640,1.25E+18,2020-04-21T15:45:12Z,@orelko @dublincycling @DublinCity @IrishTimes Take your point boss but I just don't understand why you need to be able to drive your car along streets like Dame Nassau George's streets. Surely there's a case to be made to improve pedestrian and cycling access to hub areas throughout the city centre?,Twitter for Android
25840331,1.25E+18,2020-04-21T14:09:30Z,"@dublincycling time for city &amp; departments to step up &amp; leave a positive legacy from Covid @ciarakellydoc. Waterford Council are STILL waiting on @Ross_Shane1 to respond to their ""free public transport pilot"" 5 months later. Such carless schemes can be done &amp; quickly for amazing city centres.",Twitter Web App
8.60E+17,1.25E+18,2020-04-21T12:52:57Z,"@GraemeMcQ @dublincycling But the car park owners, what about the poor car park owners??",Twitter for Android
232236942,1.25E+18,2020-04-21T10:58:22Z,Woo hoo way to go Milan 👍🥰 https://t.co/fOqcYmIHp2,Twitter for iPhone
227710771,1.25E+18,2020-04-21T10:31:53Z,"People or cars? 
@corkcitycouncil https://t.co/7QtCYqcelF",Twitter for Android
1.15E+18,1.25E+18,2020-04-19T11:09:09Z,"The Dublin City Centre Traders Alliance is a weapon of last resort conceived by car park owners: When they could not garner enough support for opposing College Green Plaza from legitimate business representative groups, they created the DCCTA to do their own dirty work. https://t.co/DNpbzpvfpJ",Twitter for Android
1.15E+18,1.25E+18,2020-04-19T14:50:43Z,@yascaoimhin @__kbaker__ @swamptin @hazechu @businessposthq @dublincycling @IBIKEDublin @DublinCommuters Nor us... https://t.co/aNsKazcX54,Twitter for Android
1.15E+18,1.25E+18,2020-04-19T10:55:00Z,Car Park Pickets. Just sayin'. https://t.co/DNpbzpvfpJ,Twitter for Android
1.15E+18,1.25E+18,2020-04-21T10:14:05Z,"Milan, Brussels, Oakland...
Cities worldwide are turning over their streets to pedestrians &amp; cyclists in response the pandemic and the need to physically distance.
Irish towns &amp; cities must follow suit. https://t.co/8885UFesp7",Twitter for Android
4182376234,1.25E+18,2020-04-21T09:09:48Z,@dublinbusnews @dublincycling Any chance buses can drive in the next lane over and leave the bus lane for cyclists/pedestrians. Bike Lanes no longer possible and I've had so many unnecessary bus close passes at speed. There are few cars so why not?,Twitter Web App
9.88E+17,1.25E+18,2020-04-21T09:07:53Z,Inspiring to read this initiative happening in Milan to reduce traffic pollution with learnings from Covid 19 @dublincycling @dubcityarc @DCCbeta @DCCTraffic  https://t.co/LiMttcjDpc,Twitter for iPhone
1.02E+18,1.25E+18,2020-04-21T08:04:38Z,"You might also be interested in the ""Ballsbridge-&gt;UCD route which joins the Blackrock route at Nutley Lane. A short route with some good (Pembroke Road) and some bad (Nutley Lane). https://t.co/pSqS7E5c5g",Twitter for Android
1.02E+18,1.25E+18,2020-04-21T08:04:38Z,"The Bray route which starts at Stephen's Green -&gt; Leeson Street -&gt; Donnybrook -&gt; N11 -&gt; Shankill.

This is much longer and contains the good (White's Cross), the bad (Shankill) and the ugly (Donnybrook still a death trap). https://t.co/vqQco5A1wF",Twitter for Android
1.02E+18,1.25E+18,2020-04-21T08:04:38Z,Interested in what we had to say on the Blackrock route? Here's our relatively short submission (It's St Vincent's to Temple Hill in Blackrock). https://t.co/vd0TnhWDx3,Twitter for Android
1.02E+18,1.25E+18,2020-04-21T08:04:37Z,"""It is possible to design cycle lanes that are safe for kids. We can do it. The initial #BusConnects designs were not safe for adults, let alone children.

We can report a glimmer of hope with the designs of the updated BusConnects plans.""
by @__kbaker__
https://t.co/uqkPzuX8Ih",Twitter for Android
375055664,1.25E+18,2020-04-20T21:15:19Z,"@dublincycling Pure financially motivated entrenchment, no consideration for improving matters. It is odd because at the top of the company they are very aware of environmental and sustainability issues. Maybe point out how self defeating and short term this is.",Twitter for iPad
267895599,1.25E+18,2020-04-20T18:05:49Z,"@FastwayIre at it again, mindlessly putting cyclists at risk by parking illegally on the road opposite a perfect parking space. @dublincycling @IBIKEDublin https://t.co/SFvucgEFG6",Twitter for Android
267895599,1.25E+18,2020-04-20T18:31:24Z,"@ArnottsDublin @brownthomas Unless you want to turn out like your insolvent competitors, you might want to rethink your part in this stupidity. #citiesForPeople #notCars @DCCbeta @DubCityCouncil https://t.co/bowBOuaPNq",Twitter for Android
372612748,1.25E+18,2020-04-20T14:56:02Z,@BrewittTrish @dublincycling @dlrcycling @DubCityCouncil @dlrcc Yes it's so nice to cycle on the roads without having Hundreds of cars overtaking me dangerously.,Twitter for Android
372612748,1.25E+18,2020-04-20T08:34:35Z,"Before normal life resumes (and traffic starts again🙄) wouldn't it be great if cycling infastructures were put down to make Dublin/Ireland bike friendly and safe for all. The demand is there - please supply it 🙏 #bike #cycling
@dublincycling @dlrcycling @DubCityCouncil @dlrcc",Twitter for Android
372612748,1.25E+18,2020-04-20T18:23:04Z,"@yimbydublin @dublincycling @dlrcycling @DubCityCouncil @dlrcc Ye we shall a new ""normal"" full of bikes and wheels and helmets ... oh my 🤗",Twitter for Android
487742721,1.25E+18,2020-04-20T18:21:23Z,Brilliant 👏 and hopefully more bike space too @dublincycling https://t.co/svV3AEI2LC,Twitter for iPhone
8.89E+17,1.25E+18,2020-04-20T16:25:19Z,"@JessieEnnis @dublincycling @dlrcycling @DubCityCouncil @dlrcc Couldn't agree more - we can't go back to ""normal"":
https://t.co/k1GPwGzSij",Twitter Web App
132728968,1.25E+18,2020-04-19T14:23:07Z,@dublincycling @Cyclistie The issue now is about COVID viral transmission from accordion-like groupings forced upon riders by car/truck/bus aggression...or T-idiots:  https://t.co/7NyihdUgUd https://t.co/Eh0E0KSPNu,Twitter for iPad
132728968,1.25E+18,2020-04-20T14:47:18Z,"@Fergal_D5 @Cyclistie @dublincycling @IBIKEDublin Get a tandem with a child stoker kit and the range climbs to 100km.

https://t.co/sg67Ax18Qm",Twitter for iPad
1.11E+18,1.25E+18,2020-04-20T13:59:10Z,@JessieEnnis @dublincycling @dlrcycling @DubCityCouncil @dlrcc I love all the kids and families cycling on our road at present.  The fine weather helps as well!,Twitter for iPhone
3187178471,1.25E+18,2020-04-20T12:57:59Z,@GodsOwnBollox @dublincycling Go for it. I'll make sure to show anywhere ye decide to boycott.,Twitter for Android
3187178471,1.25E+18,2020-04-20T12:57:29Z,@noeler11 @dublincycling They shouldn't have changed it.,Twitter for Android
215700444,1.25E+18,2020-04-20T12:54:11Z,"@dublincycling I dont think retail parking is the issue. If retail in the city centre is killed, it will quickly deteriorate into slums. Its commuter traffic and parking that the focus needs to be on.",Twitter for Android
1.25E+18,1.25E+18,2020-04-20T10:57:24Z,@dublincycling @CorkCyclist Short term it’s doable. I just cycle my 27 year old City bike which I love. Hopefully come the beginning of May they let the lead off us 🤞I noticed Netherlands 🇳🇱 and Germany 🇩🇪 seem to have no problem allowing their cyclists to do long spins. 1.5 meter rule applies!,Twitter for iPhone
1.25E+18,1.25E+18,2020-04-20T10:44:56Z,Come on Ireland time to lead rather than follow @kerrycyclingcam @todayInIreland @CyclingIreland @mtbky @LeoVaradkar @radiokerry @dublincycling @cyclingweekly https://t.co/Y6JBLSN9aq,Twitter for iPhone
1.25E+18,1.25E+18,2020-04-20T12:32:55Z,Having that 👍 20 km in the lockdown zone ✅ keep the @Strava twitchers happy 😆 | Lucky to have some nice scenery | plenty of kids on bikes ✅@Traleetodaynews @traleebaywetlan @todayInIreland @KerryCyclist @CorkCyclist @mtbky @jamesfinnegan2 @dublincycling @CyclingIreland https://t.co/7sAQpdg5F1,Twitter for iPhone
1.25E+18,1.25E+18,2020-04-20T10:51:12Z,It’s a fine looking day. Circuits done ✅ might be time to inspect my 2 km domain 🚴🏼‍♂️ ☀️ @todayInIreland @KerryCyclist @kerrycyclingcam @CyclingIreland @dublincycling @CorkCyclingCrew @CorkCyclist,Twitter for iPhone
27822042,1.25E+18,2020-04-20T12:25:40Z,Which Dublin businesses are keenest on city centre car parks? These ones 👇 https://t.co/91LFDSd9Kd,Twitter for Android
595569072,1.25E+18,2020-04-20T11:46:26Z,"@dublincycling Tiny number of businesses, even tinier number of controlling interests?!? https://t.co/xpTcYvFaM0",Twitter for Android
28605795,1.25E+18,2020-04-19T22:23:07Z,"Honestly, this is probably the only reason I can spot a VW Beetle more than any other car... Family drives playing #punchbuggies, I like this new twist #punchbikies!  @dublincycling @IBIKEDublin https://t.co/qZGfDDRbHb",Twitter for Android
28605795,1.25E+18,2020-04-20T11:22:25Z,"@storminnormin01 @dublincycling @IBIKEDublin Yes! Lesson One: the thing you are sitting in that cushions your bum from all potholes, protects your hair from the rain and wind while getting you from A to B is a weapon at any speed.",Twitter for Android
1.07E+18,1.25E+18,2020-04-20T10:58:54Z,"@man_meridian @Luna_Systems_ @Sinabhfuil @OConnorOisin @obraonain @__kbaker__ @ArnottsDublin @brownthomas @DubCham @dublincycling @IBIKEDublin @DubCityCouncil Dublin has a major bus network that is regularly impeded from operating to the best of its ability due to an over abundance of car traffic.

Keeping cars in a place of dominance will ultimately harm Dublin’s public transport offering.",Twitter for iPhone
1.07E+18,1.25E+18,2020-04-20T11:01:59Z,"@man_meridian @Luna_Systems_ @Sinabhfuil @OConnorOisin @obraonain @__kbaker__ @ArnottsDublin @brownthomas @DubCham @dublincycling @IBIKEDublin @DubCityCouncil Buses are just as important as underground trains in providing public transport.

If Madrid didn’t prioritise it’s bus movements by taking space from private vehicles the network wouldn’t function as well.",Twitter for iPhone
1.07E+18,1.25E+18,2020-04-20T11:04:17Z,"@man_meridian @Luna_Systems_ @Sinabhfuil @OConnorOisin @obraonain @__kbaker__ @ArnottsDublin @brownthomas @DubCham @dublincycling @IBIKEDublin @DubCityCouncil Fundamentally, the fact that we don’t have an expansive underground network is not a reason to not provide cyclists a safe way to travel in the city, not bus users an extra stretch of bus lane

Because they, along with pedestrians are the lions share of people in the city centre.",Twitter for iPhone
1.25E+18,1.25E+18,2020-04-20T10:53:00Z,"@dublincycling @Luna_Systems_ @Sinabhfuil @OConnorOisin @obraonain @__kbaker__ @ArnottsDublin @brownthomas @DubCham @IBIKEDublin @DubCityCouncil @DublinCommuters Its been churned out because its valid, Dublin vs Madrid.",Twitter for Android
1.25E+18,1.25E+18,2020-04-20T10:40:57Z,@Luna_Systems_ @Sinabhfuil @OConnorOisin @obraonain @__kbaker__ @ArnottsDublin @brownthomas @DubCham @dublincycling @IBIKEDublin @DubCityCouncil @DublinCommuters A little different as Madrid has a major underground network.,Twitter for Android
213216185,1.25E+18,2020-04-20T10:10:11Z,@sabrinadekker @dublincycling @IBIKEDublin Maybe if kids &amp; adults were taught how to drive and the reasons behind the rules of the road as well it might help?,Twitter Web App
8.45E+17,1.25E+18,2020-04-20T09:37:30Z,"Another quiet commute.
@dublincycling https://t.co/tk423dp8TI",Twitter for Android
2805360730,1.25E+18,2020-04-20T09:20:00Z,Who’d have thunk ? https://t.co/zAI5VYNOcM,Twitter for iPhone
283971746,1.25E+18,2020-04-20T08:41:23Z,@dublincycling Yeah like the old argument of don’t change grafton street and look how that worked,Twitter for iPhone
90837028,1.25E+18,2020-04-20T08:36:40Z,Time for change. Going back to bumper to bumper traffic us neither desirable or sustainable. If we go back to 'normal' after this crisis we'll jump headfirst into the next one- #ClimateChange #ClimateEmergency #Dublin #ireland @GardaTraffic @davidmcw @RSAIreland #cycling https://t.co/6kkwy7Kuxf,Twitter for Android
59401780,1.25E+18,2020-04-20T08:11:41Z,@GraemeMcQ @dublincycling Would these guys not think outside the box and add in secure bike parking where possible? You'd fit maybe 4 bikes per car space.,Twitter for Android
37944601,1.25E+18,2020-04-19T18:57:01Z,@hazechu @OConnorOisin @IBIKEDublin @streetsare4ppl @yascaoimhin @__kbaker__ @swamptin @businessposthq @dublincycling @DublinCommuters I thought we were a team !!! And now you take one for the team and give me orlando !!,Twitter for Android
37944601,1.25E+18,2020-04-19T18:45:37Z,@OConnorOisin @hazechu @IBIKEDublin @streetsare4ppl @yascaoimhin @__kbaker__ @swamptin @businessposthq @dublincycling @DublinCommuters Ah shhhhhhh we will 100% take Orlando Bloom ! Dont ruin this for us,Twitter for Android
895595520,1.25E+18,2020-04-19T18:36:55Z,"@IBIKEDublin @streetsare4ppl @yascaoimhin @__kbaker__ @swamptin @businessposthq @dublincycling @DublinCommuters Well from the Greens...(damnit why do we have to be Legolas, he was my least favourite). https://t.co/7xRsjdYyIH",Twitter for Android
895595520,1.25E+18,2020-04-19T18:54:05Z,@djlonergan @OConnorOisin @IBIKEDublin @streetsare4ppl @yascaoimhin @__kbaker__ @swamptin @businessposthq @dublincycling @DublinCommuters Us? Or you??? I was definitely more team Aragorn!,Twitter for Android
1139476801,1.25E+18,2020-04-19T17:14:45Z,@dublincycling I think what Dublin Co Co need to do is get some CPOs in place...,Twitter for iPad
9.01E+17,1.25E+18,2020-04-19T16:51:08Z,@RoisinGarvey @CahillPaddy @frankmcdonald60 @boucherhayes @MichaelNesdale @dublincycling @cycle_bus @ClareCoCo @SafeCyclingEire @GreenerClare @sileginnane Couldn’t get it to work for me. Can anyone advise?,Twitter for iPhone
3121419941,1.25E+18,2020-04-19T16:33:20Z,If there was ever a good time to watch this its today. only free to watch today.. why we cycle @CahillPaddy @frankmcdonald60 @boucherhayes @MichaelNesdale @dublincycling @cycle_bus @ClareCoCo @SafeCyclingEire @GreenerClare @sileginnane https://t.co/6Tc457V8eW,Twitter for Android
247520542,1.25E+18,2020-04-19T15:23:15Z,@Bernieadufe @masi_asylum @dublincycling @MeathGAA @drogheda_indo @galwaycycle maybe send out to members.,Twitter for Android
2316191,1.25E+18,2020-04-19T15:19:04Z,"Remember the Dublin City Car Park Owners Alliance pay for coverage in the media, they AstroTurf, and they do not care about commuters. You are cattle to them. https://t.co/MgoymKTRez",Twitter Web App
2561813710,1.25E+18,2020-04-19T14:22:20Z,@dublincycling @Cyclistie They resemble the Trade Federation in Star Wars and the Borg in Star Trek,Twitter for iPhone
7.07E+17,1.25E+18,2020-04-19T14:19:53Z,"@SebaSofariu @dublincycling At this stage, it's simply a matter of believing in right and wrong. This social evil of attempting to stop any improvements to the city should be loudly called out and stopped.",Twitter Web App
7.07E+17,1.25E+18,2020-04-19T11:57:11Z,@dublincycling Dublin City Centre Traitors,Twitter Web App
9.85E+17,1.25E+18,2020-04-19T13:35:22Z,@dublincycling Which will be the first car park to change their revenue model to providing secure parking for bicycles.,Twitter for Android
2959314795,1.25E+18,2020-04-19T13:29:16Z,"@doccer @dublincycling Car parks are the most socially unproductive form of capitalist exploitation in existence: exorbitant hourly rates, handful of employees, and their skeletal concrete structures can easily be adapted to other uses, once their wealthy owners are no longer making massive profits",Twitter Web App
237343703,1.25E+18,2020-04-19T13:14:56Z,"@hazechu @businessposthq Hey @dublincycling or @IBIKEDublin, think there's anything we can do to help here?",Twitter Web App
63925949,1.25E+18,2020-04-19T12:00:02Z,@doccer @dublincycling The needs of the many .....,Twitter for iPhone
1212925232,1.25E+18,2020-04-19T11:29:22Z,Our transportation policies should not be dictated by people who benefit from terrible transport plans which force everyone into cars. Hopefully the courts will quickly throw out this ridiculous suit. https://t.co/EPZWRXFLUG,Twitter Web App
405723505,1.25E+18,2020-04-19T11:15:42Z,"@dublincycling I seriously believe we have to find the power and unite all the cyclist and believers in clean, healthy and efficient urban transportation in our own Cycling Alliance.

Imagine all we can achieve together #CyclingAlliance #DublinCyclingAlliance #IrishCyclingAlliance",Twitter Web App
1.24E+18,1.25E+18,2020-04-19T11:07:23Z,"@dublincycling Money vs environment, sustainability and a better life quality. I wonder if they send their kids out on the bike these days, enjoying a nearly car free city.",Twitter Web App
1659869480,1.25E+18,2020-04-19T10:43:50Z,"@Pidge @dublincycling This cycle lane is threatening 25,000 jobs don’t you k is...",Twitter for iPhone
1635804512,1.25E+18,2020-04-19T10:21:49Z,Great work guys @dublincycling volunteers and @__kbaker__  👏👏👏👏 https://t.co/AiRZQktBLB,Twitter for iPhone
